stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\fufux\Documents\ProjetoIntegrador\game\project\x64\Debug\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   0.21295] added dtor for sub_bitmap 0000022EAFB7BE40, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21302] added dtor for sub_bitmap 0000022EAFB7C030, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21311] added dtor for sub_bitmap 0000022EAFB7B870, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21318] added dtor for sub_bitmap 0000022EAFB7C600, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21325] added dtor for sub_bitmap 0000022EAFB7B2A0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21331] added dtor for sub_bitmap 0000022EAFB7A8F0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21338] added dtor for sub_bitmap 0000022EAFB7B0B0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21345] added dtor for sub_bitmap 0000022EAFB7AAE0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21352] added dtor for sub_bitmap 0000022EAFB7AEC0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21360] added dtor for sub_bitmap 0000022EAFB80050, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21366] added dtor for sub_bitmap 0000022EAFB81F50, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21372] added dtor for sub_bitmap 0000022EAFB813B0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21379] added dtor for sub_bitmap 0000022EAFB80620, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21386] added dtor for sub_bitmap 0000022EAFB7F6A0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21394] added dtor for sub_bitmap 0000022EAFB7F890, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21400] added dtor for sub_bitmap 0000022EAFB81B70, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21405] added dtor for sub_bitmap 0000022EAFB80DE0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21410] added dtor for sub_bitmap 0000022EAFB81D60, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21417] added dtor for sub_bitmap 0000022EAFB7FE60, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21422] added dtor for sub_bitmap 0000022EAFB7FC70, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21428] added dtor for sub_bitmap 0000022EAFB80BF0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21433] added dtor for sub_bitmap 0000022EAFB7EB00, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21438] added dtor for sub_bitmap 0000022EAFB815A0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21443] added dtor for sub_bitmap 0000022EAFB80240, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21447] added dtor for sub_bitmap 0000022EAFB7FA80, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21453] added dtor for sub_bitmap 0000022EAFB80430, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21459] added dtor for sub_bitmap 0000022EAFB80810, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21465] added dtor for sub_bitmap 0000022EAFB80A00, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21474] added dtor for sub_bitmap 0000022EAFB82140, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21480] added dtor for sub_bitmap 0000022EAFB811C0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21486] added dtor for sub_bitmap 0000022EAFB7ECF0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21491] added dtor for sub_bitmap 0000022EAFB80FD0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21496] added dtor for sub_bitmap 0000022EAFB81790, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21501] added dtor for sub_bitmap 0000022EAFB81980, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21508] added dtor for sub_bitmap 0000022EAFB7EEE0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21515] added dtor for sub_bitmap 0000022EAFB82330, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21522] added dtor for sub_bitmap 0000022EAFB82520, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21529] added dtor for sub_bitmap 0000022EAFB7E910, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21536] added dtor for sub_bitmap 0000022EAFB7F0D0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21543] added dtor for sub_bitmap 0000022EAFB7F2C0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21549] added dtor for sub_bitmap 0000022EAFB7F4B0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21558] added dtor for sub_bitmap 0000022EAFB87F70, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21565] added dtor for sub_bitmap 0000022EAFB86A20, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21572] added dtor for sub_bitmap 0000022EAFB85C90, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21579] added dtor for sub_bitmap 0000022EAFB88160, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21586] added dtor for sub_bitmap 0000022EAFB86070, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21592] added dtor for sub_bitmap 0000022EAFB850F0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21597] added dtor for sub_bitmap 0000022EAFB873D0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21604] added dtor for sub_bitmap 0000022EAFB86450, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21609] added dtor for sub_bitmap 0000022EAFB875C0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21614] added dtor for sub_bitmap 0000022EAFB84F00, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21618] added dtor for sub_bitmap 0000022EAFB85E80, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21624] added dtor for sub_bitmap 0000022EAFB86E00, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21630] added dtor for sub_bitmap 0000022EAFB87B90, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21636] added dtor for sub_bitmap 0000022EAFB86260, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21643] added dtor for sub_bitmap 0000022EAFB86FF0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21648] added dtor for sub_bitmap 0000022EAFB852E0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21655] added dtor for sub_bitmap 0000022EAFB88350, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21660] added dtor for sub_bitmap 0000022EAFB88540, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21665] added dtor for sub_bitmap 0000022EAFB854D0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21671] added dtor for sub_bitmap 0000022EAFB86640, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21678] added dtor for sub_bitmap 0000022EAFB86830, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21685] added dtor for sub_bitmap 0000022EAFB856C0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21691] added dtor for sub_bitmap 0000022EAFB87D80, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21697] added dtor for sub_bitmap 0000022EAFB86C10, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21704] added dtor for sub_bitmap 0000022EAFB84930, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21709] added dtor for sub_bitmap 0000022EAFB871E0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21715] added dtor for sub_bitmap 0000022EAFB84B20, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21722] added dtor for sub_bitmap 0000022EAFB84D10, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21729] added dtor for sub_bitmap 0000022EAFB877B0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21735] added dtor for sub_bitmap 0000022EAFB879A0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21742] added dtor for sub_bitmap 0000022EAFB858B0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21748] added dtor for sub_bitmap 0000022EAFB85AA0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21756] added dtor for sub_bitmap 0000022EAFB8C8B0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21764] added dtor for sub_bitmap 0000022EAFB8C4D0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21770] added dtor for sub_bitmap 0000022EAFB8C6C0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21777] added dtor for sub_bitmap 0000022EAFB8D260, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21783] added dtor for sub_bitmap 0000022EAFB8E3D0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21790] added dtor for sub_bitmap 0000022EAFB8D070, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21796] added dtor for sub_bitmap 0000022EAFB8D450, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21801] added dtor for sub_bitmap 0000022EAFB8E7B0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21807] added dtor for sub_bitmap 0000022EAFB8D640, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21814] added dtor for sub_bitmap 0000022EAFB8CAA0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21820] added dtor for sub_bitmap 0000022EAFB8D830, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21826] added dtor for sub_bitmap 0000022EAFB8E9A0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21833] added dtor for sub_bitmap 0000022EAFB8BD10, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21839] added dtor for sub_bitmap 0000022EAFB8CC90, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21846] added dtor for sub_bitmap 0000022EAFB8B550, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21854] added dtor for sub_bitmap 0000022EAFB8DA20, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21860] added dtor for sub_bitmap 0000022EAFB8C0F0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21864] added dtor for sub_bitmap 0000022EAFB8CE80, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21871] added dtor for sub_bitmap 0000022EAFB8BB20, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21876] added dtor for sub_bitmap 0000022EAFB8DC10, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21881] added dtor for sub_bitmap 0000022EAFB8DE00, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21887] added dtor for sub_bitmap 0000022EAFB8B170, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21893] added dtor for sub_bitmap 0000022EAFB8C2E0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21897] added dtor for sub_bitmap 0000022EAFB8AD90, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21902] added dtor for sub_bitmap 0000022EAFB8AF80, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21908] added dtor for sub_bitmap 0000022EAFB8BF00, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21913] added dtor for sub_bitmap 0000022EAFB8DFF0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21918] added dtor for sub_bitmap 0000022EAFB8E1E0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21922] added dtor for sub_bitmap 0000022EAFB8E5C0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21926] added dtor for sub_bitmap 0000022EAFB8B360, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21934] added dtor for sub_bitmap 0000022EAFB8B740, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21940] added dtor for sub_bitmap 0000022EAFB8B930, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21947] added dtor for sub_bitmap 0000022EAFB92300, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21952] added dtor for sub_bitmap 0000022EAFB91F20, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21957] added dtor for sub_bitmap 0000022EAFB93C30, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21963] added dtor for sub_bitmap 0000022EAFB93660, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21969] added dtor for sub_bitmap 0000022EAFB91760, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21975] added dtor for sub_bitmap 0000022EAFB94200, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21981] added dtor for sub_bitmap 0000022EAFB91950, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21986] added dtor for sub_bitmap 0000022EAFB91380, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21992] added dtor for sub_bitmap 0000022EAFB91190, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21997] added dtor for sub_bitmap 0000022EAFB90FA0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22001] added dtor for sub_bitmap 0000022EAFB90DB0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22006] added dtor for sub_bitmap 0000022EAFB91B40, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22011] added dtor for sub_bitmap 0000022EAFB91D30, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22017] added dtor for sub_bitmap 0000022EAFB92110, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22023] added dtor for sub_bitmap 0000022EAFB924F0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22028] added dtor for sub_bitmap 0000022EAFB943F0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22034] added dtor for sub_bitmap 0000022EAFB926E0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22040] added dtor for sub_bitmap 0000022EAFB949C0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22048] added dtor for sub_bitmap 0000022EAFB93850, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22054] added dtor for sub_bitmap 0000022EAFB92AC0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22060] added dtor for sub_bitmap 0000022EAFB91570, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22067] added dtor for sub_bitmap 0000022EAFB928D0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22074] added dtor for sub_bitmap 0000022EAFB93A40, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22081] added dtor for sub_bitmap 0000022EAFB92EA0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22087] added dtor for sub_bitmap 0000022EAFB92CB0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22095] added dtor for sub_bitmap 0000022EAFB93090, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22102] added dtor for sub_bitmap 0000022EAFB93280, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22107] added dtor for sub_bitmap 0000022EAFB93470, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22114] added dtor for sub_bitmap 0000022EAFB93E20, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22120] added dtor for sub_bitmap 0000022EAFB94010, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22126] added dtor for sub_bitmap 0000022EAFB945E0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22131] added dtor for sub_bitmap 0000022EAFB947D0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22139] added dtor for sub_bitmap 0000022EAFB99F20, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22146] added dtor for sub_bitmap 0000022EAFB9B280, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22153] added dtor for sub_bitmap 0000022EAFB9ACB0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22160] added dtor for sub_bitmap 0000022EAFB98BC0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22165] added dtor for sub_bitmap 0000022EAFB9BC30, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22170] added dtor for sub_bitmap 0000022EAFB96120, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22174] added dtor for sub_bitmap 0000022EAFB9C010, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22181] added dtor for sub_bitmap 0000022EAFB98020, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22187] added dtor for sub_bitmap 0000022EAFB9A110, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22193] added dtor for sub_bitmap 0000022EAFB96500, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22200] added dtor for sub_bitmap 0000022EAFB966F0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22205] added dtor for sub_bitmap 0000022EAFB9BA40, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22211] added dtor for sub_bitmap 0000022EAFB98FA0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22216] added dtor for sub_bitmap 0000022EAFB9B660, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22222] added dtor for sub_bitmap 0000022EAFB94DC0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22228] added dtor for sub_bitmap 0000022EAFB97480, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22233] added dtor for sub_bitmap 0000022EAFB9A4F0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22239] added dtor for sub_bitmap 0000022EAFB97C40, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22246] added dtor for sub_bitmap 0000022EAFB9AEA0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22252] added dtor for sub_bitmap 0000022EAFB95D40, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22256] added dtor for sub_bitmap 0000022EAFB99D30, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22261] added dtor for sub_bitmap 0000022EAFB97E30, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22265] added dtor for sub_bitmap 0000022EAFB9B090, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22272] added dtor for sub_bitmap 0000022EAFB95F30, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22279] added dtor for sub_bitmap 0000022EAFB9A300, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22286] added dtor for sub_bitmap 0000022EAFB9B850, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22292] added dtor for sub_bitmap 0000022EAFB9BE20, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22297] added dtor for sub_bitmap 0000022EAFB99570, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22301] added dtor for sub_bitmap 0000022EAFB9C200, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22307] added dtor for sub_bitmap 0000022EAFB99B40, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22314] added dtor for sub_bitmap 0000022EAFB9A6E0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22319] added dtor for sub_bitmap 0000022EAFB9A8D0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22324] added dtor for sub_bitmap 0000022EAFB9AAC0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22329] added dtor for sub_bitmap 0000022EAFB96310, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22336] added dtor for sub_bitmap 0000022EAFB9C3F0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22342] added dtor for sub_bitmap 0000022EAFB97290, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22348] added dtor for sub_bitmap 0000022EAFB968E0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22355] added dtor for sub_bitmap 0000022EAFB94FB0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22360] added dtor for sub_bitmap 0000022EAFB95390, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22367] added dtor for sub_bitmap 0000022EAFB9C5E0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22374] added dtor for sub_bitmap 0000022EAFB97670, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22380] added dtor for sub_bitmap 0000022EAFB98210, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22386] added dtor for sub_bitmap 0000022EAFB96AD0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22393] added dtor for sub_bitmap 0000022EAFB99760, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22398] added dtor for sub_bitmap 0000022EAFB951A0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22404] added dtor for sub_bitmap 0000022EAFB9C7D0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22410] added dtor for sub_bitmap 0000022EAFB99190, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22415] added dtor for sub_bitmap 0000022EAFB97860, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22420] added dtor for sub_bitmap 0000022EAFB95580, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22424] added dtor for sub_bitmap 0000022EAFB95770, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22429] added dtor for sub_bitmap 0000022EAFB99380, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22434] added dtor for sub_bitmap 0000022EAFB95960, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22440] added dtor for sub_bitmap 0000022EAFB96CC0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22446] added dtor for sub_bitmap 0000022EAFB9B470, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22452] added dtor for sub_bitmap 0000022EAFB95B50, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22457] added dtor for sub_bitmap 0000022EAFB96EB0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22462] added dtor for sub_bitmap 0000022EAFB970A0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22469] added dtor for sub_bitmap 0000022EAFB98400, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22474] added dtor for sub_bitmap 0000022EAFB99950, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22480] added dtor for sub_bitmap 0000022EAFB97A50, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22487] added dtor for sub_bitmap 0000022EAFB985F0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22492] added dtor for sub_bitmap 0000022EAFB987E0, func 00007FF80319118B
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.22498] removed dtor for bitmap 0000022EAB9B9CB0
dtor     D               dtor.c:196  _al_register_destructor          [   0.22504] added dtor for font 0000022EAB991880, func 00007FF81F90128F
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.22510] removed dtor for bitmap 0000022EAB9BAA40
dtor     D               dtor.c:196  _al_register_destructor          [   0.22517] added dtor for timer 0000022EA9F52CD0, func 00007FF803191050
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.22523] opening ./Assets/LoadingPage2.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.22543] opening ./Assets/LoadingPage2.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22560] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22565] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22571] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22576] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22581] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22587] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22591] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22596] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22601] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.22606] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.22613] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.22619] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.22624] Chose bitmap format 9
